del_county	del_state	del_county_full_name	pop_density	median_hh_income
LaSalle Parish	LA	"LaSalle Parish, Louisiana"	9.139480971	42104
Lincoln Parish	LA	"Lincoln Parish, Louisiana"	39.61908845	35467
Livingston Parish	LA	"Livingston Parish, Louisiana"	84.76021685	63389
Madison Parish	LA	"Madison Parish, Louisiana"	6.196319591	30350
Morehouse Parish	LA	"Morehouse Parish, Louisiana"	12.44784428	32929
Natchitoches Parish	LA	"Natchitoches Parish, Louisiana"	11.55697344	28567
Orleans Parish	LA	"Orleans Parish, Louisiana"	874.7576757	41604
Ouachita Parish	LA	"Ouachita Parish, Louisiana"	101.4476304	41121
Plaquemines Parish	LA	"Plaquemines Parish, Louisiana"	11.63742871	57204
Pointe Coupee Parish	LA	"Pointe Coupee Parish, Louisiana"	14.39228779	41480
Rapides Parish	LA	"Rapides Parish, Louisiana"	38.02001289	47269
Red River Parish	LA	"Red River Parish, Louisiana"	7.563627618	33816
Richland Parish	LA	"Richland Parish, Louisiana"	13.92811863	34029
Sabine Parish	LA	"Sabine Parish, Louisiana"	9.870585605	40336
St. Bernard Parish	LA	"St. Bernard Parish, Louisiana"	44.75933728	44661
St. Charles Parish	LA	"St. Charles Parish, Louisiana"	73.05088471	69019
St. Helena Parish	LA	"St. Helena Parish, Louisiana"	10.32059137	43886
St. James Parish	LA	"St. James Parish, Louisiana"	32.77613924	51603
St. John the Baptist Parish	LA	"St. John the Baptist Parish, Louisiana"	76.46834988	57429
St. Landry Parish	LA	"St. Landry Parish, Louisiana"	34.48904062	36403
St. Martin Parish	LA	"St. Martin Parish, Louisiana"	27.10259033	48656
St. Tammany Parish	LA	"St. Tammany Parish, Louisiana"	120.8519996	68905
Tangipahoa Parish	LA	"Tangipahoa Parish, Louisiana"	64.98238822	47832
Terrebonne Parish	LA	"Terrebonne Parish, Louisiana"	34.40172577	48747
Vermilion Parish	LA	"Vermilion Parish, Louisiana"	18.87035872	51945
Vernon Parish	LA	"Vernon Parish, Louisiana"	14.18724257	49141
Webster Parish	LA	"Webster Parish, Louisiana"	24.05746623	28951
West Baton Rouge Parish	LA	"West Baton Rouge Parish, Louisiana"	54.59731459	65385
West Feliciana Parish	LA	"West Feliciana Parish, Louisiana"	14.65654861	59637
Winn Parish	LA	"Winn Parish, Louisiana"	5.59033247	38353
Albany County	NY	"Albany County, New York"	232.4848108	66252
Bronx County	NY	"Bronx County, New York"	13482.8038	40088
Broome County	NY	"Broome County, New York"	108.7128273	52226
Cayuga County	NY	"Cayuga County, New York"	42.56833073	58377
Chautauqua County	NY	"Chautauqua County, New York"	46.48065944	46820
Chenango County	NY	"Chenango County, New York"	20.40274993	52002
Clinton County	NY	"Clinton County, New York"	29.70611591	56365
Cortland County	NY	"Cortland County, New York"	36.23498179	56023
Delaware County	NY	"Delaware County, New York"	11.85876965	49544
Erie County	NY	"Erie County, New York"	353.3343037	58121
Franklin County	NY	"Franklin County, New York"	11.26933881	50407
Fulton County	NY	"Fulton County, New York"	41.554363	50482
Greene County	NY	"Greene County, New York"	28.59605148	53601
Hamilton County	NY	"Hamilton County, New York"	1.148159234	
Jefferson County	NY	"Jefferson County, New York"	35.5214609	52685
Kings County	NY	"Kings County, New York"	15227.10211	60231
Livingston County	NY	"Livingston County, New York"	37.78995857	59510
Madison County	NY	"Madison County, New York"	40.10249589	61633
Montgomery County	NY	"Montgomery County, New York"	47.44210833	49462
Nassau County	NY	"Nassau County, New York"	1893.962742	116100
Niagara County	NY	"Niagara County, New York"	157.1941426	55522
Oneida County	NY	"Oneida County, New York"	73.9269978	56027
Ontario County	NY	"Ontario County, New York"	67.41491722	64944
Orange County	NY	"Orange County, New York"	190.7463833	79944
Oswego County	NY	"Oswego County, New York"	47.68229403	55967
Río Grande Municipio	PR	"Río Grande Municipio, Puerto Rico"	299.7288619	22669
Sabana Grande Municipio	PR	"Sabana Grande Municipio, Puerto Rico"	241.6687004	17319
San Germán Municipio	PR	"San Germán Municipio, Puerto Rico"	225.8598929	16486
San Juan Municipio	PR	"San Juan Municipio, Puerto Rico"	2759.487789	22710
San Lorenzo Municipio	PR	"San Lorenzo Municipio, Puerto Rico"	274.0353216	19380
Santa Isabel Municipio	PR	"Santa Isabel Municipio, Puerto Rico"	230.0734352	19827
Toa Alta Municipio	PR	"Toa Alta Municipio, Puerto Rico"	955.4029666	28834
Trujillo Alto Municipio	PR	"Trujillo Alto Municipio, Puerto Rico"	1259.964934	32545
Utuado Municipio	PR	"Utuado Municipio, Puerto Rico"	96.19943206	15399
Vega Baja Municipio	PR	"Vega Baja Municipio, Puerto Rico"	458.2421436	19617
Vieques Municipio	PR	"Vieques Municipio, Puerto Rico"	62.71030025	14936
Villalba Municipio	PR	"Villalba Municipio, Puerto Rico"	239.3644911	19877
Yauco Municipio	PR	"Yauco Municipio, Puerto Rico"	194.8544445	14743
Anderson County	TX	"Anderson County, Texas"	21.04597785	43455
Angelina County	TX	"Angelina County, Texas"	41.80819665	50453
Aransas County	TX	"Aransas County, Texas"	36.50111438	45137
Armstrong County	TX	"Armstrong County, Texas"	0.784840822	
Atascosa County	TX	"Atascosa County, Texas"	15.50720334	55366
Bailey County	TX	"Bailey County, Texas"	3.223385889	52273
Bandera County	TX	"Bandera County, Texas"	10.17785305	58661
Baylor County	TX	"Baylor County, Texas"	1.542217652	
Bee County	TX	"Bee County, Texas"	13.61824318	44578
Bexar County	TX	"Bexar County, Texas"	625.4874017	57157
Blanco County	TX	"Blanco County, Texas"	6.191772703	66390
Bosque County	TX	"Bosque County, Texas"	7.162473693	52148
Brazoria County	TX	"Brazoria County, Texas"	105.3613926	81447
Brazos County	TX	"Brazos County, Texas"	154.0414967	49181
Briscoe County	TX	"Briscoe County, Texas"	0.615617973	
Brooks County	TX	"Brooks County, Texas"	2.896110412	28333
Burleson County	TX	"Burleson County, Texas"	10.33499569	57731
Burnet County	TX	"Burnet County, Texas"	19.06831236	59492
Calhoun County	TX	"Calhoun County, Texas"	15.3134811	58776
Callahan County	TX	"Callahan County, Texas"	5.884870059	48651
Camp County	TX	"Camp County, Texas"	24.5720801	48207
Carson County	TX	"Carson County, Texas"	2.436438179	74872
Castro County	TX	"Castro County, Texas"	3.181817642	50142
Chambers County	TX	"Chambers County, Texas"	30.11525534	91141
Childress County	TX	"Childress County, Texas"	3.694106218	43181
Clay County	TX	"Clay County, Texas"	3.623568912	55989
Coke County	TX	"Coke County, Texas"	1.391269318	
Coleman County	TX	"Coleman County, Texas"	2.349176664	46743
Collingsworth County	TX	"Collingsworth County, Texas"	1.11487129	
Colorado County	TX	"Colorado County, Texas"	8.265307774	52559
Comal County	TX	"Comal County, Texas"	111.4437104	79936
Comanche County	TX	"Comanche County, Texas"	5.597074244	53516
Concho County	TX	"Concho County, Texas"	1.296354584	
Cooke County	TX	"Cooke County, Texas"	18.39005473	60202
Coryell County	TX	"Coryell County, Texas"	30.48939209	52893
Rincón Municipio	PR	"Rincón Municipio, Puerto Rico"	410.398909	19907
Cottle County	TX	"Cottle County, Texas"	0.591652876	
Crane County	TX	"Crane County, Texas"	2.299195758	
Crockett County	TX	"Crockett County, Texas"	0.426079999	
Crosby County	TX	"Crosby County, Texas"	2.201583723	40759
Culberson County	TX	"Culberson County, Texas"	0.221604638	
Dallam County	TX	"Dallam County, Texas"	1.827594715	58811
Dallas County	TX	"Dallas County, Texas"	1155.8188	59607
Dawson County	TX	"Dawson County, Texas"	5.341838279	43239
Deaf Smith County	TX	"Deaf Smith County, Texas"	4.793447418	49701
Delta County	TX	"Delta County, Texas"	7.862390334	51038
Knox County	OH	"Knox County, Ohio"	46.08326359	57749
Licking County	OH	"Licking County, Ohio"	101.0020569	64589
Lucas County	OH	"Lucas County, Ohio"	490.2436847	48736
Mahoning County	OH	"Mahoning County, Ohio"	214.5103344	46042
Meigs County	OH	"Meigs County, Ohio"	19.93791735	44899
Monroe County	OH	"Monroe County, Ohio"	11.34016673	45289
Morrow County	OH	"Morrow County, Ohio"	33.22619051	59452
Ottawa County	OH	"Ottawa County, Ohio"	61.18719388	59099
Pickaway County	OH	"Pickaway County, Ohio"	45.09330076	63633
Towns County	GA	"Towns County, Georgia"	28.97439232	48219
Treutlen County	GA	"Treutlen County, Georgia"	12.40213199	32241
Turner County	GA	"Turner County, Georgia"	12.18298407	37039
Union County	GA	"Union County, Georgia"	29.52778617	50021
Upson County	GA	"Upson County, Georgia"	33.063775	37640
Walton County	GA	"Walton County, Georgia"	114.2084011	61599
Ware County	GA	"Ware County, Georgia"	15.56487264	36869
Washington County	GA	"Washington County, Georgia"	11.37378866	38068
Webster County	GA	"Webster County, Georgia"	4.324044889	
Wheeler County	GA	"Wheeler County, Georgia"	9.762001298	30192
Whitfield County	GA	"Whitfield County, Georgia"	136.7420177	48623
Wilcox County	GA	"Wilcox County, Georgia"	8.958377776	36964
Wilkinson County	GA	"Wilkinson County, Georgia"	7.629829084	38996
Hawaii County	HI	"Hawaii County, Hawaii"	19.22905994	62409
Honolulu County	HI	"Honolulu County, Hawaii"	653.4454549	85857
Kalawao County	HI	"Kalawao County, Hawaii"	2.64025527	
Kauai County	HI	"Kauai County, Hawaii"	45.65452043	83554
Maui County	HI	"Maui County, Hawaii"	54.76559014	80948
Ada County	ID	"Ada County, Idaho"	181.6589537	66293
Adams County	ID	"Adams County, Idaho"	1.240633299	
Bannock County	ID	"Bannock County, Idaho"	30.20053807	51734
Bear Lake County	ID	"Bear Lake County, Idaho"	2.521444191	54167
Benewah County	ID	"Benewah County, Idaho"	4.736008726	47556
Bingham County	ID	"Bingham County, Idaho"	8.850135281	55472
Blaine County	ID	"Blaine County, Idaho"	3.552844201	56694
Boise County	ID	"Boise County, Idaho"	1.546802532	59646
Bonner County	ID	"Bonner County, Idaho"	10.49449488	50256
Bonneville County	ID	"Bonneville County, Idaho"	25.65017239	60615
Boundary County	ID	"Boundary County, Idaho"	3.669051365	43423
Butte County	ID	"Butte County, Idaho"	0.444369711	
Camas County	ID	"Camas County, Idaho"	0.387096233	
Canyon County	ID	"Canyon County, Idaho"	151.9976186	52134
Caribou County	ID	"Caribou County, Idaho"	1.537892255	59053
Cassia County	ID	"Cassia County, Idaho"	3.710365525	52935
Clark County	ID	"Clark County, Idaho"	0.172998087	
Custer County	ID	"Custer County, Idaho"	0.335336758	
Franklin County	ID	"Franklin County, Idaho"	8.265727786	57215
Fremont County	ID	"Fremont County, Idaho"	2.773201625	58065
Gooding County	ID	"Gooding County, Idaho"	8.257562215	47204
Idaho County	ID	"Idaho County, Idaho"	0.753349103	41516
Jerome County	ID	"Jerome County, Idaho"	15.66072266	52921
Latah County	ID	"Latah County, Idaho"	14.18167617	49158
Lemhi County	ID	"Lemhi County, Idaho"	0.674624166	39324
Lincoln County	ID	"Lincoln County, Idaho"	1.647749045	50053
Madison County	ID	"Madison County, Idaho"	43.53559318	39160
Nez Perce County	ID	"Nez Perce County, Idaho"	19.15672336	58107
Owyhee County	ID	"Owyhee County, Idaho"	0.599832087	43798
Tift County	GA	"Tift County, Georgia"	61.18672829	45639
Payette County	ID	"Payette County, Idaho"	24.08883463	50579
Shoshone County	ID	"Shoshone County, Idaho"	1.927857639	39386
Teton County	ID	"Teton County, Idaho"	9.998796611	74216
Valley County	ID	"Valley County, Idaho"	1.237383177	64475
Washington County	ID	"Washington County, Idaho"	2.790422994	40992
Alexander County	IL	"Alexander County, Illinois"	8.594845096	36806
Boone County	IL	"Boone County, Illinois"	73.50698044	69272
Brown County	IL	"Brown County, Illinois"	7.885544668	61655
Calhoun County	IL	"Calhoun County, Illinois"	6.7491596	
Carroll County	IL	"Carroll County, Illinois"	13.61133441	52410
Champaign County	IL	"Champaign County, Illinois"	79.79582808	52797
Clark County	IL	"Clark County, Illinois"	11.90169161	56531
Otsego County	NY	"Otsego County, New York"	22.55705909	54028
Queens County	NY	"Queens County, New York"	8542.311175	68666
Rensselaer County	NY	"Rensselaer County, New York"	95.35110755	68991
Rockland County	NY	"Rockland County, New York"	753.1514522	93024
St. Lawrence County	NY	"St. Lawrence County, New York"	15.63491842	50940
Saratoga County	NY	"Saratoga County, New York"	112.260449	84291
Schenectady County	NY	"Schenectady County, New York"	298.3056368	65499
Schoharie County	NY	"Schoharie County, New York"	18.45013006	57714
Schuyler County	NY	"Schuyler County, New York"	21.04643258	52327
Seneca County	NY	"Seneca County, New York"	40.33289392	54545
Steuben County	NY	"Steuben County, New York"	25.98546149	53663
Suffolk County	NY	"Suffolk County, New York"	646.5953189	101031
Sullivan County	NY	"Sullivan County, New York"	31.35573166	57426
Tioga County	NY	"Tioga County, New York"	36.06356021	62999
Tompkins County	NY	"Tompkins County, New York"	86.01525318	60240
Ulster County	NY	"Ulster County, New York"	62.45402768	64304
Warren County	NY	"Warren County, New York"	29.26740415	61024
Washington County	NY	"Washington County, New York"	28.47661601	57258
Wayne County	NY	"Wayne County, New York"	58.3683375	59449
Westchester County	NY	"Westchester County, New York"	900.3994096	96610
Wyoming County	NY	"Wyoming County, New York"	26.4007861	58052
Yates County	NY	"Yates County, New York"	28.28801586	56563
Alamance County	NC	"Alamance County, North Carolina"	156.2956219	49688
Alexander County	NC	"Alexander County, North Carolina"	54.12275497	48756
Alleghany County	NC	"Alleghany County, North Carolina"	17.90140901	37830
Ashe County	NC	"Ashe County, North Carolina"	24.07295849	40962
Avery County	NC	"Avery County, North Carolina"	27.7957237	40340
Bertie County	NC	"Bertie County, North Carolina"	9.903589446	35527
Bladen County	NC	"Bladen County, North Carolina"	13.06345965	36173
Buncombe County	NC	"Buncombe County, North Carolina"	158.4714418	52207
Burke County	NC	"Burke County, North Carolina"	66.78885593	44557
Caldwell County	NC	"Caldwell County, North Carolina"	65.99005014	44511
Camden County	NC	"Camden County, North Carolina"	16.635818	64572
Caswell County	NC	"Caswell County, North Carolina"	20.63729479	45733
Catawba County	NC	"Catawba County, North Carolina"	154.4990608	52056
Cherokee County	NC	"Cherokee County, North Carolina"	24.38793659	41438
Chowan County	NC	"Chowan County, North Carolina"	30.65432683	46519
Clay County	NC	"Clay County, North Carolina"	19.91542802	42222
Columbus County	NC	"Columbus County, North Carolina"	20.83489084	37628
Craven County	NC	"Craven County, North Carolina"	55.03781392	52687
Currituck County	NC	"Currituck County, North Carolina"	41.42453656	69964
Dare County	NC	"Dare County, North Carolina"	37.19176973	59381
Davie County	NC	"Davie County, North Carolina"	62.53792767	60434
Duplin County	NC	"Duplin County, North Carolina"	23.08641076	41764
Edgecombe County	NC	"Edgecombe County, North Carolina"	37.35464494	36866
Forsyth County	NC	"Forsyth County, North Carolina"	362.1884738	51569
Gaston County	NC	"Gaston County, North Carolina"	247.3896379	52835
Gates County	NC	"Gates County, North Carolina"	11.87737163	50750
Granville County	NC	"Granville County, North Carolina"	44.26605995	55856
Greene County	NC	"Greene County, North Carolina"	29.60313572	39837
Halifax County	NC	"Halifax County, North Carolina"	25.9390249	35502
Harnett County	NC	"Harnett County, North Carolina"	86.68347527	53554
Henderson County	NC	"Henderson County, North Carolina"	120.3818928	55945
Hertford County	NC	"Hertford County, North Carolina"	23.56209853	41028
Hoke County	NC	"Hoke County, North Carolina"	51.54124865	48072
Iredell County	NC	"Iredell County, North Carolina"	125.4900473	60955
Jackson County	NC	"Jackson County, North Carolina"	33.89176025	47252
Denton County	TX	"Denton County, Texas"	398.3715254	86913
DeWitt County	TX	"DeWitt County, Texas"	8.420559134	55357
Dickens County	TX	"Dickens County, Texas"	0.757882402	
Dimmit County	TX	"Dimmit County, Texas"	2.503053709	27161
Donley County	TX	"Donley County, Texas"	1.35711769	
Duval County	TX	"Duval County, Texas"	2.116430744	41186
Ector County	TX	"Ector County, Texas"	71.02782262	62973
Edwards County	TX	"Edwards County, Texas"	0.259240066	
El Paso County	TX	"El Paso County, Texas"	329.8665247	46871
Erath County	TX	"Erath County, Texas"	15.1652888	52742
Fannin County	TX	"Fannin County, Texas"	15.45648878	54648
Fayette County	TX	"Fayette County, Texas"	9.931647411	60189
Floyd County	TX	"Floyd County, Texas"	2.102242225	50580
Foard County	TX	"Foard County, Texas"	0.600204355	
Franklin County	TX	"Franklin County, Texas"	14.06383767	53783
Freestone County	TX	"Freestone County, Texas"	8.549200966	49471
Gaines County	TX	"Gaines County, Texas"	5.550611988	63054
Garza County	TX	"Garza County, Texas"	2.513465012	49627
Gillespie County	TX	"Gillespie County, Texas"	9.751047084	59155
Goliad County	TX	"Goliad County, Texas"	3.177597503	60690
Gonzales County	TX	"Gonzales County, Texas"	7.113680607	53577
Grayson County	TX	"Grayson County, Texas"	56.10145644	54815
Gregg County	TX	"Gregg County, Texas"	175.4658891	50180
Guadalupe County	TX	"Guadalupe County, Texas"	93.75311868	74496
Hale County	TX	"Hale County, Texas"	12.49832144	48384
Hamilton County	TX	"Hamilton County, Texas"	3.797675197	50825
Hansford County	TX	"Hansford County, Texas"	2.218447484	38000
Hardin County	TX	"Hardin County, Texas"	24.37817506	60339
Harris County	TX	"Harris County, Texas"	1070.148832	61705
Hartley County	TX	"Hartley County, Texas"	1.421389586	58298
Haskell County	TX	"Haskell County, Texas"	2.31541669	40313
Hemphill County	TX	"Hemphill County, Texas"	1.440822731	
Henderson County	TX	"Henderson County, Texas"	36.30004829	47355
Hill County	TX	"Hill County, Texas"	14.44538651	53307
Hockley County	TX	"Hockley County, Texas"	9.154070072	48248
Hopkins County	TX	"Hopkins County, Texas"	18.50791583	52078
Houston County	TX	"Houston County, Texas"	6.920975436	37904
Hudspeth County	TX	"Hudspeth County, Texas"	0.270493897	
Hunt County	TX	"Hunt County, Texas"	45.92159036	54959
